layer,file,line,action_id,has_try_catch,has_report,report_kind,severity,category,gap_type,fix_recommendation
A,main.js,872,dgii:check-status,yes,no,none,,ipc.dgii.status,swallowed_catch,Add reportMainProcessError on catch
A,main.js,885,dgii:get-env,no,no,none,,ipc.dgii.env,no_try_catch,Simple passthrough no error path
A,main.js,888,dgii:generate-test-set,yes,no,none,,ipc.dgii.test,swallowed_catch,Add reportMainProcessError on catch
A,main.js,903,dgii:submissions,no,no,none,,ipc.dgii.submissions,no_try_catch,Simple query no error path
A,main.js,1164,dgii:reconcile-now,yes,no,none,,ipc.dgii.reconcile,swallowed_catch,Add reportMainProcessError or handle internally
A,main.js,1248,dgii:process-anecf-queue,yes,no,none,,ipc.dgii.anecf.process,swallowed_catch,Add reportMainProcessError on catch
A,main.js,1252,dgii:anecf-queue-count,no,no,none,,ipc.dgii.anecf.count,no_try_catch,Simple query no error path
A,main.js,1253,dgii:anecf-queue-list,no,no,none,,ipc.dgii.anecf.list,no_try_catch,Simple query no error path
A,main.js,1299,license:hwid,no,no,none,,ipc.license.hwid,no_try_catch,Simple function call no error path
A,main.js,1387,license:set-key,yes,no,none,,ipc.license.set-key,swallowed_catch,Add reportMainProcessError on _wireLicenseJwt fail
A,main.js,1395,license:clear-jwt,yes,no,none,,ipc.license.clear-jwt,swallowed_catch,Add reportMainProcessError on catch
A,main.js,1408,license:status,yes,no,none,,ipc.license.status,swallowed_catch,Add reportMainProcessError on catch
A,main.js,1427,license:is-master,no,no,none,,ipc.license.is-master,no_try_catch,Simple comparison no error path
A,main.js,1437,remote:register,yes,no,none,,ipc.remote.register,ipc_no_renderer_report,Verify renderer handles rejection with __txReportError
A,main.js,1448,remote:validate,yes,no,none,,ipc.remote.validate,ipc_no_renderer_report,Verify renderer handles rejection with __txReportError
A,main.js,1852,backup:runNow,yes,yes,sentry_only,error,ipc.backup.run,partial_no_client_errors,Add __txReportError call in catch or wrap reportMainProcessError
A,main.js,1862,backup:lastStatus,yes,no,none,,ipc.backup.status,swallowed_catch,Add reportMainProcessError on catch
A,main.js,3023,rnc:status,yes,no,none,,ipc.rnc.status,swallowed_catch,Add reportMainProcessError on catch
A,main.js,3031,rnc:sync,yes,no,none,,ipc.rnc.sync,swallowed_catch,Add reportMainProcessError on catch
A,main.js,3041,rnc:lookup,yes,no,none,,ipc.rnc.lookup,swallowed_catch,Add reportMainProcessError on catch
A,main.js,3145,db:exportToSupabase,yes,no,none,,ipc.db.export,swallowed_catch,Add reportMainProcessError on catch
A,main.js,3155,print:list-usb-printers,yes,no,none,,ipc.print.list,swallowed_catch,Add reportMainProcessError on catch
A,main.js,3190,print:receipt,yes,no,none,,ipc.print.receipt,ipc_no_renderer_report,Verify renderer handles rejection with __txReportError
A,main.js,3215,print:open-drawer,yes,no,none,,ipc.print.drawer.open,swallowed_catch,Add reportMainProcessError on catch
A,main.js,3274,print:fire-drawer-variant,yes,no,none,,ipc.print.drawer.fire,swallowed_catch,Add reportMainProcessError on catch
A,main.js,3297,print:test-drawer-variants,no,no,none,,ipc.print.drawer.test,no_try_catch,No error handling but no critical path
A,main.js,3328,fs:save-file,yes,no,none,,ipc.fs.save,swallowed_catch,Add reportMainProcessError on catch
A,main.js,3346,pdf:save,yes,no,none,,ipc.pdf.save,swallowed_catch,Add reportMainProcessError on catch
A,main.js,3360,backup:local,yes,no,none,,ipc.backup.local,swallowed_catch,Add reportMainProcessError on catch
A,updater.js,68,updater:install,no,no,none,,ipc.updater.install,no_try_catch,Electron built-in may handle errors
A,updater.js,73,updater:get-channel,yes,no,none,,ipc.updater.get-channel,swallowed_catch,Add error handling on catch
A,updater.js,81,updater:set-channel,yes,no,none,,ipc.updater.set-channel,swallowed_catch,Add reportMainProcessError on catch
A,updater.js,98,updater:check,yes,no,none,,ipc.updater.check,swallowed_catch,Add reportMainProcessError on catch
B,packages/data/web.js,770,web.admin.saveEmpresa,1,0,none,error,admin_settings,no_report,tryWrite + caller guards
B,packages/data/web.js,792,web.admin.saveUsuario,0,0,none,error,admin_users,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,815,web.admin.deleteUsuario,0,0,none,error,admin_users,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,824,web.admin.saveLavador,0,0,none,error,admin_users,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,842,web.admin.deleteLavador,0,0,none,error,admin_users,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,851,web.admin.saveVendedor,0,0,none,error,admin_users,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,867,web.admin.deleteVendedor,0,0,none,error,admin_users,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,875,web.admin.saveServicio,0,0,none,error,admin_settings,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,889,web.admin.deleteServicio,0,0,none,error,admin_settings,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,901,web.admin.saveSecuenciaNcf,0,0,none,error,admin_settings,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,914,web.admin.saveConfiguracion,0,0,none,error,admin_settings,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,952,web.settings.update,0,0,none,error,app_settings,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1007,web.inventory.create,0,0,none,error,inventory,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1012,web.inventory.update,0,0,none,error,inventory,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1029,web.inventory.bulkUpdate,0,0,none,error,inventory,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1044,web.inventory.delete,0,0,none,error,inventory,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1049,web.inventory.adjust,1,0,none,error,inventory,no_report,tryWrite + verify caller
B,packages/data/web.js,1179,web.inventory.oversells.resolve,1,0,none,error,inventory,no_report,tryWrite + verify caller
B,packages/data/web.js,1200,web.inventoryCount.start,0,0,none,error,inventory,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1282,web.inventoryCount.saveItem,0,0,none,error,inventory,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1296,web.inventoryCount.complete,0,0,none,error,inventory,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1392,web.inventoryCount.cancel,0,0,none,error,inventory,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1402,web.inventoryCount.delete,0,0,none,error,inventory,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1536,web.users.create,0,0,none,error,users,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1557,web.users.update,0,0,none,error,users,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1614,web.users.delete,0,0,none,error,users,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1625,web.users.deleteHard,0,0,none,error,users,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1641,web.users.generateAuthCard,0,0,none,error,users,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1667,web.users.revokeAuthCard,0,0,none,error,users,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1729,web.categorias.create,0,0,none,error,admin_settings,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1737,web.categorias.update,0,0,none,error,admin_settings,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1744,web.categorias.delete,0,0,none,error,admin_settings,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1788,web.services.create,0,0,none,error,admin_settings,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1813,web.services.update,0,0,none,error,admin_settings,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1841,web.services.setInStock,1,0,none,error,admin_settings,no_report,tryWrite + verify caller
B,packages/data/web.js,1866,web.services.delete,1,0,none,error,admin_settings,no_report,tryWrite + verify caller
B,packages/data/web.js,1901,web.washers.create,0,0,none,error,admin_employees,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1913,web.washers.update,0,0,none,error,admin_employees,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1941,web.sellers.create,0,0,none,error,admin_employees,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1952,web.sellers.update,0,0,none,error,admin_employees,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,1976,web.empleados.create,0,0,none,error,admin_employees,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,2011,web.empleados.update,0,0,none,error,admin_employees,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,2039,web.empleados.delete,0,0,none,error,admin_employees,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,2047,web.empleados.hardDelete,0,0,none,error,admin_employees,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,2067,web.payrollRuns.create,0,0,none,error,payroll,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,2077,web.payrollRuns.bulkCreate,0,0,none,error,payroll,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,2118,web.payrollRuns.remove,0,0,none,error,payroll,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,2131,web.payrollSettings.update,0,0,none,error,payroll,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,2152,web.adelantos.create,0,0,none,error,payroll,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,2197,web.adelantos.deduct,0,0,none,error,payroll,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,2204,web.adelantos.cancel,0,0,none,error,payroll,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,2254,web.salaryChanges.create,0,0,none,error,payroll,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,2291,web.salaryChanges.remove,1,0,none,error,payroll,no_report,tryWrite + verify caller
B,packages/data/web.js,2320,web.clients.create,0,0,none,error,clients,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,2339,web.clients.update,0,0,none,error,clients,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,2348,web.clients.addLoyaltyPoints,0,0,none,error,clients,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,2355,web.clients.updateBalance,0,0,none,error,clients,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,2367,web.clients.loyaltyAward,1,0,none,warn,clients,partial_no_client_errors,RPC error swallowed
B,packages/data/web.js,2381,web.clients.loyaltyRedeem,1,0,none,warn,clients,partial_no_client_errors,RPC error swallowed
B,packages/data/web.js,2397,web.clients.loyaltyAdjust,1,0,none,warn,clients,partial_no_client_errors,RPC error swallowed
B,packages/data/web.js,2440,web.credits.collect,0,0,none,error,credits,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,2570,web.tickets.byId,0,0,none,error,tickets,no_try_catch,Has writes - use tryWrite
B,packages/data/web.js,3081,web.tickets.markPaid,0,0,none,error,tickets,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,3107,web.tickets.void,0,0,none,error,tickets,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,3292,web.tickets.transferToMesa,0,0,none,error,tickets,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,3371,web.tickets.merge,0,0,none,error,tickets,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,3453,web.tickets.openForFulfillment,0,0,none,error,tickets,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,3519,web.tickets.addItem,0,0,none,error,tickets,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,3559,web.tickets.updateItemPrice,0,0,none,error,tickets,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,3618,web.tickets.updateItemQty,0,0,none,error,tickets,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,3640,web.tickets.removeItem,0,0,none,error,tickets,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,3984,web.queue.updateStatus,0,0,none,error,queue,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,4011,web.queue.delete,0,0,none,error,queue,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,4181,web.commissions.markPaid,0,0,none,error,commissions,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,4190,web.commissions.markPaidByPeriod,0,0,none,error,commissions,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,4205,web.commissions.create,0,0,none,error,commissions,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,4292,web.sellerCommissions.markPaid,0,0,none,error,commissions,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,4298,web.sellerCommissions.markPaidByPeriod,0,0,none,error,commissions,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,4310,web.sellerCommissions.create,0,0,none,error,commissions,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,4403,web.cajeroCommissions.markPaid,0,0,none,error,commissions,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,4409,web.cajeroCommissions.markPaidByPeriod,0,0,none,error,commissions,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,4421,web.cajeroCommissions.create,0,0,none,error,commissions,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,4454,web.cuadre.create,0,0,none,error,cuadre,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,4613,web.cuadre.openShift,1,0,none,error,cuadre,no_report,tryWrite + verify caller
B,packages/data/web.js,4665,web.ncf.next,1,0,none,error,ncf,no_report,tryWrite + verify caller
B,packages/data/web.js,4759,web.cajaChica.create,0,0,none,error,cajaChica,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,4769,web.cajaChica.updateStatus,0,0,none,error,cajaChica,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,4809,web.notas.create,1,0,none,error,notas,no_report,tryWrite + verify caller
B,packages/data/web.js,4875,web.dgii.addCompra,0,0,none,error,dgii,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,4898,web.dgii.deleteCompra,0,0,none,error,dgii,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,5120,web.app.goLiveCommit,1,0,none,error,app,no_report,tryWrite + verify caller
B,packages/data/web.js,5307,web.app.submit,1,0,none,error,fiscal,no_report,tryWrite + verify caller
B,packages/data/web.js,5509,web.app.setEnvironment,1,0,none,error,fiscal,no_report,tryWrite + verify caller
B,packages/data/web.js,5537,web.app.setFiscalMode,1,0,none,error,fiscal,no_report,tryWrite + verify caller
B,packages/data/web.js,5577,web.restaurant.mesas.create,0,0,none,error,restaurant,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,5590,web.restaurant.mesas.update,0,0,none,error,restaurant,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,5602,web.restaurant.mesas.setStatus,0,0,none,error,restaurant,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,5625,web.restaurant.mesas.delete,0,0,none,error,restaurant,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,5665,web.restaurant.reservations.create,0,0,none,error,restaurant,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,5694,web.restaurant.reservations.update,0,0,none,error,restaurant,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,5705,web.restaurant.reservations.confirm,0,0,none,error,restaurant,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,5718,web.restaurant.reservations.cancel,0,0,none,error,restaurant,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,5734,web.restaurant.reservations.markNoShow,0,0,none,error,restaurant,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,5749,web.restaurant.reservations.seat,0,0,none,error,restaurant,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,5781,web.restaurant.reservations.stampWhatsapp,0,0,none,error,restaurant,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,5807,web.restaurant.modificadores.create,0,0,none,error,restaurant,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,5822,web.restaurant.modificadores.update,0,0,none,error,restaurant,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,5836,web.restaurant.modificadores.delete,0,0,none,error,restaurant,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,5857,web.restaurant.service_mods.attachToService,0,0,none,error,restaurant,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,5867,web.restaurant.service_mods.detachFromService,0,0,none,error,restaurant,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,5915,web.restaurant.recipes.add,0,0,none,error,restaurant,no_try_catch,Wrap with tryWrite
B,packages/data/web.js,5930,web.restaurant.recipes.update,0,0,none,error,restaurant,no_try_catch,Wrap with tryWrite
C,web/api/panel.js,1569,api.panel.stats,yes,no,none,low,admin_dashboard,client_caller_reports_only,Client must call __txReportError on non-2xx
C,web/api/panel.js,1599,api.panel.licenses,yes,no,none,low,license_management,client_caller_reports_only,GET/POST/PATCH wrapped; client-side reporting only
C,web/api/panel.js,1646,api.panel.clients,yes,no,none,medium,crm,client_caller_reports_only,Validation failures (400) not logged
C,web/api/panel.js,1782,api.panel.users,yes,no,none,low,admin_users,client_caller_reports_only,All error branches rely on client-side reporting
C,web/api/panel.js,1928,api.panel.client_detail,yes,no,none,medium,crm,client_caller_reports_only,Some validation 400s not logged
C,web/api/panel.js,2004,api.panel.cert_history,yes,no,none,low,cert_audit,client_caller_reports_only,GET only; returns 500 on error
C,web/api/panel.js,2023,api.panel.update_business,yes,no,none,low,admin_business,client_caller_reports_only,PATCH wrapped; returns 400/500
C,web/api/panel.js,2057,api.panel.link_web_account,yes,no,none,medium,auth,client_caller_reports_only,Auth errors (401) not logged
C,web/api/panel.js,2090,api.panel.reset_password,yes,no,none,medium,auth,client_caller_reports_only,Returns 400/500
C,web/api/panel.js,2105,api.panel.activity_feed,yes,no,none,low,admin_audit,client_caller_reports_only,GET wrapped; client reports
C,web/api/panel.js,1881,api.panel.register,yes,no,none,medium,auth,client_caller_reports_only,Returns 400/409/500
C,web/api/panel.js,1838,api.panel.client_config,yes,no,none,low,admin_config,client_caller_reports_only,GET/POST wrapped
C,web/api/panel.js,1826,api.panel.push_service,yes,no,none,low,push_notifications,client_caller_reports_only,GET/POST wrapped
C,web/api/panel.js,2254,api.panel.cert_list,yes,no,none,low,cert_management,client_caller_reports_only,GET wrapped
C,web/api/panel.js,2268,api.panel.cert_detail,yes,no,none,low,cert_detail,client_caller_reports_only,GET wrapped
C,web/api/panel.js,2287,api.panel.cert_create,yes,no,none,medium,cert_workflow,client_caller_reports_only,POST wrapped
C,web/api/panel.js,2309,api.panel.cert_update,yes,no,none,medium,cert_workflow,client_caller_reports_only,PATCH wrapped
C,web/api/panel.js,2328,api.panel.cert_step,yes,no,none,medium,cert_workflow,client_caller_reports_only,POST/PATCH wrapped
C,web/api/panel.js,2352,api.panel.cert_notes,yes,no,none,low,cert_audit,client_caller_reports_only,GET/POST wrapped
C,web/api/panel.js,585,api.panel.crm_list,yes,no,none,low,crm,client_caller_reports_only,GET wrapped
C,web/api/panel.js,637,api.panel.crm_detail,yes,no,none,low,crm,client_caller_reports_only,GET wrapped
C,web/api/panel.js,659,api.panel.crm_update,yes,no,none,medium,crm,client_caller_reports_only,PATCH wrapped
C,web/api/panel.js,699,api.panel.crm_note,yes,no,none,low,crm_audit,client_caller_reports_only,POST/GET wrapped
C,web/api/panel.js,1473,api.panel.crm_create,yes,no,none,medium,crm,client_caller_reports_only,POST wrapped
C,web/api/panel.js,1459,api.panel.crm_delete,yes,no,none,low,crm,client_caller_reports_only,DELETE wrapped
C,web/api/panel.js,823,api.panel.report_error,yes,yes,write_client_errors,low,error_reporting,ok,Server-side write to client_errors table
C,web/api/panel.js,901,api.panel.errors_list,yes,no,none,low,admin_error_review,client_caller_reports_only,GET wrapped
C,web/api/panel.js,919,api.panel.errors_resolve,yes,no,none,low,admin_error_management,client_caller_reports_only,POST wrapped
C,web/api/panel.js,881,api.panel.errors_decode,yes,no,none,low,admin_error_review,client_caller_reports_only,POST wrapped
C,web/api/panel.js,941,api.panel.client_health_snapshot,yes,no,none,low,admin_monitoring,client_caller_reports_only,GET wrapped
C,web/api/panel.js,1060,api.panel.dgii_creds_save,yes,no,none,high,dgii_integration,client_caller_reports_only,Credential failures not logged
C,web/api/panel.js,1096,api.panel.dgii_creds_status,yes,no,none,medium,dgii_integration,client_caller_reports_only,GET wrapped
C,web/api/panel.js,1112,api.panel.dgii_creds_delete,yes,no,none,medium,dgii_integration,client_caller_reports_only,DELETE wrapped
C,web/api/panel.js,1129,api.panel.dgii_pull_run,yes,no,none,high,dgii_integration,client_caller_reports_only,Manual pull failures not logged
C,web/api/panel.js,1246,api.panel.cron_dgii_pull,yes,no,none,high,dgii_integration,client_caller_reports_only,Batch failures may be silent
C,web/api/panel.js,1173,api.panel.dgii_creds_save_plaintext,yes,no,none,high,dgii_integration,client_caller_reports_only,Plaintext upload failures not logged
C,web/api/panel.js,1197,api.panel.dgii_login_test,yes,no,none,medium,dgii_integration,client_caller_reports_only,Auth test failures not logged
C,web/api/fe.js,141,api.fe.semilla,no,no,none,low,dgii_seed,no_try_catch,No try-catch; nonce persist swallowed
C,web/api/fe.js,179,api.fe.validarcertificado,yes,no,none,high,dgii_auth,partial_server_no_log,Seed verification failures caught but not logged
C,web/api/fe.js,266,api.fe.recepcion,yes,no,none,high,dgii_reception,partial_server_no_log,XML signing failures caught but not logged
C,web/api/fe.js,321,api.fe.aprobacion,yes,no,none,high,dgii_approval,partial_server_no_log,XML signing failures caught but not logged
C,web/api/validate.js,82,api.validate.validate,yes,no,none,high,license_validation,partial_server_no_log,Rate limit failures not logged; audit() errors swallowed
C,web/api/rnc.js,13,api.rnc.lookup,yes,no,none,medium,rnc_lookup,partial_server_no_log,External API failures caught but not logged
C,web/api/ecf-sign.js,39,api.ecf-sign.sign,yes,no,none,high,ecf_signing,partial_server_no_log,DGII/signing failures caught but not logged
C,web/api/dgii-cert-upload.js,76,api.dgii-cert-upload.install,yes,no,none,high,cert_installation,partial_server_no_log,.p12 parsing failures caught but not logged
C,web/api/staff-verify-auth.js,29,api.staff-verify-auth.verify,no,no,none,medium,staff_auth,no_try_catch,No try-catch wrapper; Supabase errors bubble up
C,web/api/signup/lead.js,19,api.signup.lead,yes,no,none,low,crm_lead_capture,partial_server_no_log,Lead failures caught but not logged
C,web/api/signup/provision.js,9,api.signup.provision,yes,no,none,high,account_provisioning,partial_server_no_log,Non-fatal blocks swallow errors at 87-147
C,web/api/digest/daily.js,274,api.digest.daily.cron,yes,no,none,high,digest_automation,partial_server_no_log,Per-business errors caught but not logged at 342-346
D1,packages/ui/screens/POS.jsx,745,handleRncLookup,no,no,none,partial,pos.rnc.lookup,no_try_catch,Wrap api.rnc.lookup in try/catch + __txReportError on failure
D1,packages/ui/screens/POS.jsx,751,handleEncolar,yes,no,flash,high,pos.queue.enqueue,toast_only,Add __txReportError before flash so admin sees enqueue failures
D1,packages/ui/screens/POS.jsx,834,handlePaymentConfirm_carwash,yes,no,flash,critical,pos.payment.confirm.carwash,toast_only,Add __txReportError(err category pos_payment_carwash severity error)
D1,packages/ui/screens/POS.jsx,938,membership_consume,yes,no,flash+console_error,high,pos.membership.consume,toast_only,Add __txReportError on consume failure (silent debit drift)
D1,packages/ui/screens/POS.jsx,980,membership_purchase,yes,no,flash+console_error,high,pos.membership.purchase,toast_only,Add __txReportError on purchase failure (saldo not created)
D1,packages/ui/screens/POS.jsx,1074,print_factura_auto,yes,no,flash,partial,pos.print.factura,toast_only,Already non-blocking but add __txReportError(severity warn) for chronic printer failures
D1,packages/ui/screens/POS.jsx,1134,print_washer_conduce,yes,no,flash,partial,pos.print.conduce,toast_only,Add __txReportError severity warn
D1,packages/ui/screens/POS.jsx,1138,save_receipt_pdf,yes,no,flash,partial,pos.pdf.save,toast_only,Add __txReportError severity warn
D1,packages/ui/screens/POS.jsx,1147,post_sale_side_effects,yes,no,swallowed,partial,pos.post_sale_print,swallowed_catch,Replace bare swallow with __txReportError severity warn
D1,packages/ui/screens/POS.jsx,1213,reorder_save_writes,yes,no,console_error,high,pos.reorder.save,console_only,Add __txReportError on bulk save failures (display order drift)
D1,packages/ui/screens/POS.jsx,1231,reorder_save_outer,yes,no,flash+console_error,high,pos.reorder.save,console_only,Add __txReportError severity warn
D1,packages/ui/screens/POS.jsx,2262,handleBarcodeScan,no,no,none,high,pos.barcode.scan,no_try_catch,Wrap scan resolve+update in try/catch + __txReportError
D1,packages/ui/screens/POS.jsx,2687,handlePaymentConfirm_retail,yes,no,flash+console_error,critical,pos.payment.confirm.retail,toast_only,Add __txReportError(category pos_payment_retail severity error) — re-throw stays
D1,packages/ui/screens/POS.jsx,2802,post_sale_side_effects_retail,yes,no,console_error,partial,pos.post_sale_print.retail,console_only,Add __txReportError severity warn
D1,packages/ui/screens/POS.jsx,3652,saveEdit_grid,no,no,none,high,pos.grid.save_edit,no_try_catch,Wrap saveEdit in try/catch + __txReportError
D1,packages/ui/screens/POS.jsx,4032,handleOpen_apertura,yes,no,console_error,high,pos.cash.apertura,console_only,Add __txReportError(category pos_apertura severity error)
D1,packages/ui/screens/Queue.jsx,489,deleteFromQueue,yes,no,flash,high,queue.delete,toast_only,Add __txReportError(category queue_delete severity warn)
D1,packages/ui/screens/Queue.jsx,511,cycleStatus,yes,no,flash,high,queue.cycle_status,toast_only,Add __txReportError on revert (lost status churn)
D1,packages/ui/screens/Queue.jsx,534,assignWorker,yes,no,flash,high,queue.assign_worker,toast_only,Add __txReportError(category queue_assign_worker severity warn)
D1,packages/ui/screens/Queue.jsx,553,notifyReady_whatsapp,yes,no,flash,partial,queue.notify_whatsapp,toast_only,Add __txReportError severity warn
D1,packages/ui/screens/Queue.jsx,576,cobrar_load_ticket,yes,no,swallowed,high,queue.cobrar.load_ticket,swallowed_catch,Replace silent fallback with __txReportError severity warn — fallback path still ok
D1,packages/ui/screens/Queue.jsx,604,handlePriceChange,yes,no,flash,high,queue.price_change,toast_only,Add __txReportError(category queue_price_change severity warn)
